,wind_code,delist_date
5108,002050.SZ,1899-12-30
5109,002047.SZ,1899-12-30
5110,002044.SZ,1899-12-30
5111,002045.SZ,1899-12-30
5112,002034.SZ,1899-12-30
5113,002036.SZ,1899-12-30
5114,002042.SZ,1899-12-30
5115,002027.SZ,1899-12-30
5116,002031.SZ,1899-12-30
5117,002021.SZ,1899-12-30
5118,002024.SZ,1899-12-30
5119,002019.SZ,1899-12-30
5120,002015.SZ,1899-12-30
5121,002016.SZ,1899-12-30
5122,002018.SZ,1899-12-30
5123,002010.SZ,1899-12-30
5124,002013.SZ,1899-12-30
5125,002005.SZ,1899-12-30
5126,002004.SZ,1899-12-30
5127,001979.SZ,1899-12-30
5128,002002.SZ,1899-12-30
5129,001965.SZ,1899-12-30
5130,001872.SZ,1899-12-30
5131,000996.SZ,1899-12-30
5132,000999.SZ,1899-12-30
5133,000987.SZ,1899-12-30
5134,000981.SZ,1899-12-30
5135,000980.SZ,1899-12-30
5136,000976.SZ,1899-12-30
5137,000973.SZ,1899-12-30
5138,000975.SZ,1899-12-30
5139,000972.SZ,1899-12-30
5140,000971.SZ,1899-12-30
5141,000968.SZ,1899-12-30
5142,000967.SZ,1899-12-30
5143,000961.SZ,1899-12-30
5144,000965.SZ,1899-12-30
5145,000958.SZ,1899-12-30
5146,000950.SZ,1899-12-30
5147,000939.SZ,1899-12-30
5148,000937.SZ,1899-12-30
5149,000938.SZ,1899-12-30
5150,000936.SZ,1899-12-30
5151,000930.SZ,1899-12-30
5152,000928.SZ,1899-12-30
5153,000925.SZ,1899-12-30
5154,000926.SZ,1899-12-30
5155,000921.SZ,1899-12-30
5156,000918.SZ,1899-12-30
5157,000911.SZ,1899-12-30
5158,000908.SZ,1899-12-30
5159,000910.SZ,1899-12-30
5160,000906.SZ,1899-12-30
5161,000902.SZ,1899-12-30
5162,000893.SZ,1899-12-30
5163,000897.SZ,1899-12-30
5164,000892.SZ,1899-12-30
5165,000889.SZ,1899-12-30
5166,000887.SZ,1899-12-30
5167,000885.SZ,1899-12-30
5168,000881.SZ,1899-12-30
5169,000883.SZ,1899-12-30
5170,000880.SZ,1899-12-30
5171,000868.SZ,1899-12-30
5172,000863.SZ,1899-12-30
5173,000852.SZ,1899-12-30
5174,000862.SZ,1899-12-30
5175,000838.SZ,1899-12-30
5176,000837.SZ,1899-12-30
5177,000836.SZ,1899-12-30
5178,000833.SZ,1899-12-30
5179,000835.SZ,1899-12-30
5180,000829.SZ,1899-12-30
5181,000826.SZ,1899-12-30
5182,000820.SZ,1899-12-30
5183,000816.SZ,1899-12-30
5184,000818.SZ,1899-12-30
5185,000815.SZ,1899-12-30
5186,000813.SZ,1899-12-30
5187,000811.SZ,1899-12-30
5188,000806.SZ,1899-12-30
5189,000810.SZ,1899-12-30
5190,000802.SZ,1899-12-30
5191,000801.SZ,1899-12-30
5192,000796.SZ,1899-12-30
5193,000793.SZ,1899-12-30
5194,000795.SZ,1899-12-30
5195,000792.SZ,1899-12-30
5196,000791.SZ,1899-12-30
5197,000790.SZ,1899-12-30
5198,000788.SZ,1899-12-30
5199,000789.SZ,1899-12-30
5200,000783.SZ,1899-12-30
5201,000779.SZ,1899-12-30
5202,000776.SZ,1899-12-30
5203,000768.SZ,1899-12-30
5204,000759.SZ,1899-12-30
5205,000760.SZ,1899-12-30
5206,000757.SZ,1899-12-30
5207,000755.SZ,1899-12-30
5208,000752.SZ,1899-12-30
5209,000738.SZ,1899-12-30
5210,000750.SZ,1899-12-30
5211,000737.SZ,1899-12-30
5212,000736.SZ,1899-12-30
5213,000732.SZ,1899-12-30
5214,000723.SZ,1899-12-30
5215,000728.SZ,1899-12-30
5216,000722.SZ,1899-12-30
5217,000719.SZ,1899-12-30
5218,000716.SZ,1899-12-30
5219,000718.SZ,1899-12-30
5220,000710.SZ,1899-12-30
5221,000709.SZ,1899-12-30
5222,000707.SZ,1899-12-30
5223,000703.SZ,1899-12-30
5224,000690.SZ,1899-12-30
5225,000697.SZ,1899-12-30
5226,000688.SZ,1899-12-30
5227,000687.SZ,1899-12-30
5228,000685.SZ,1899-12-30
5229,000686.SZ,1899-12-30
5230,000683.SZ,1899-12-30
5231,000681.SZ,1899-12-30
5232,000676.SZ,1899-12-30
5233,000673.SZ,1899-12-30
5234,000671.SZ,1899-12-30
5235,000672.SZ,1899-12-30
5236,000669.SZ,1899-12-30
5237,000668.SZ,1899-12-30
5238,000667.SZ,1899-12-30
5239,000662.SZ,1899-12-30
5240,000665.SZ,1899-12-30
5241,000656.SZ,1899-12-30
5242,000650.SZ,1899-12-30
5243,000639.SZ,1899-12-30
5244,000631.SZ,1899-12-30
5245,000638.SZ,1899-12-30
5246,000630.SZ,1899-12-30
5247,000627.SZ,1899-12-30
5248,000626.SZ,1899-12-30
5249,000617.SZ,1899-12-30
5250,000620.SZ,1899-12-30
5251,000616.SZ,1899-12-30
5252,000615.SZ,1899-12-30
5253,000607.SZ,1899-12-30
5254,000609.SZ,1899-12-30
5255,000606.SZ,1899-12-30
5256,000605.SZ,1899-12-30
5257,000603.SZ,1899-12-30
5258,000598.SZ,1899-12-30
5259,000596.SZ,1899-12-30
5260,000597.SZ,1899-12-30
5261,000593.SZ,1899-12-30
5262,000592.SZ,1899-12-30
5263,000591.SZ,1899-12-30
5264,000589.SZ,1899-12-30
5265,000590.SZ,1899-12-30
5266,000587.SZ,1899-12-30
5267,000584.SZ,1899-12-30
5268,000582.SZ,1899-12-30
5269,000571.SZ,1899-12-30
5270,000572.SZ,1899-12-30
5271,000564.SZ,1899-12-30
5272,000561.SZ,1899-12-30
5273,000558.SZ,1899-12-30
5274,000560.SZ,1899-12-30
5275,000557.SZ,1899-12-30
5276,000555.SZ,1899-12-30
5277,000553.SZ,1899-12-30
5278,000552.SZ,1899-12-30
5279,000546.SZ,1899-12-30
5280,000547.SZ,1899-12-30
5281,000545.SZ,1899-12-30
5282,000544.SZ,1899-12-30
5283,000540.SZ,1899-12-30
5284,000536.SZ,1899-12-30
5285,000539.SZ,1899-12-30
5286,000534.SZ,1899-12-30
5287,000533.SZ,1899-12-30
5288,000532.SZ,1899-12-30
5289,000528.SZ,1899-12-30
5290,000529.SZ,1899-12-30
5291,000524.SZ,1899-12-30
5292,000521.SZ,1899-12-30
5293,000519.SZ,1899-12-30
5294,000516.SZ,1899-12-30
5295,000517.SZ,1899-12-30
5296,000510.SZ,1899-12-30
5297,000509.SZ,1899-12-30
5298,000506.SZ,1899-12-30
5299,000507.SZ,1899-12-30
5300,000505.SZ,1899-12-30
5301,000503.SZ,1899-12-30
5302,000502.SZ,1899-12-30
5303,000498.SZ,1899-12-30
5304,000425.SZ,1899-12-30
5305,000426.SZ,1899-12-30
5306,000422.SZ,1899-12-30
5307,000421.SZ,1899-12-30
5308,000416.SZ,1899-12-30
5309,000409.SZ,1899-12-30
5310,000413.SZ,1899-12-30
5311,000408.SZ,1899-12-30
5312,000404.SZ,1899-12-30
5313,000338.SZ,1899-12-30
5314,000403.SZ,1899-12-30
5315,000333.SZ,1899-12-30
5316,000301.SZ,1899-12-30
5317,000166.SZ,1899-12-30
5318,000158.SZ,1899-12-30
5319,000155.SZ,1899-12-30
5320,000156.SZ,1899-12-30
5321,000150.SZ,1899-12-30
5322,000088.SZ,1899-12-30
5323,000090.SZ,1899-12-30
5324,000056.SZ,1899-12-30
5325,000066.SZ,1899-12-30
5326,000055.SZ,1899-12-30
5327,000046.SZ,1899-12-30
5328,000043.SZ,1899-12-30
5329,000040.SZ,1899-12-30
5330,000042.SZ,1899-12-30
5331,000038.SZ,1899-12-30
5332,000035.SZ,1899-12-30
5333,000034.SZ,1899-12-30
5334,000030.SZ,1899-12-30
5335,000031.SZ,1899-12-30
5336,000028.SZ,1899-12-30
5337,000027.SZ,1899-12-30
5338,000021.SZ,1899-12-30
5339,000025.SZ,1899-12-30
5340,000019.SZ,1899-12-30
5341,000010.SZ,1899-12-30
5342,000018.SZ,1899-12-30
5343,000009.SZ,1899-12-30
5344,000008.SZ,1899-12-30
5345,000007.SZ,1899-12-30
5346,000001.SZ,1899-12-30
5347,688388.SH,1899-12-30
5348,002501.SZ,1899-12-30
5349,002194.SZ,1899-12-30
5350,688321.SH,1899-12-30
5351,600856.SH,1899-12-30
5352,603115.SH,1899-12-30
5353,603536.SH,1899-12-30
5354,002960.SZ,1899-12-30
5355,688099.SH,1899-12-30
5356,688188.SH,1899-12-30
5357,600856.SH,1899-12-30
5358,603662.SH,1899-12-30
5359,603530.SH,1899-12-30
5360,002966.SZ,1899-12-30
5361,002306.SZ,1899-12-30
5362,603613.SH,1899-12-30
5363,688388.SH,1899-12-30
5364,688333.SH,1899-12-30
5365,688066.SH,1899-12-30
5366,688088.SH,1899-12-30
5367,688122.SH,1899-12-30
5368,688028.SH,1899-12-30
5369,688029.SH,1899-12-30
5370,688033.SH,1899-12-30
5371,688020.SH,1899-12-30
5372,688022.SH,1899-12-30
5373,688016.SH,1899-12-30
5374,688018.SH,1899-12-30
5375,688019.SH,1899-12-30
5376,688012.SH,1899-12-30
5377,688015.SH,1899-12-30
5378,688009.SH,1899-12-30
5379,688010.SH,1899-12-30
5380,688011.SH,1899-12-30
5381,688007.SH,1899-12-30
5382,688008.SH,1899-12-30
5383,688003.SH,1899-12-30
5384,688005.SH,1899-12-30
5385,688006.SH,1899-12-30
5386,688001.SH,1899-12-30
5387,688002.SH,1899-12-30
5388,603982.SH,1899-12-30
5389,603983.SH,1899-12-30
5390,603996.SH,1899-12-30
5391,603915.SH,1899-12-30
5392,603967.SH,1899-12-30
5393,603810.SH,1899-12-30
5394,603863.SH,1899-12-30
5395,603867.SH,1899-12-30
5396,603687.SH,1899-12-30
5397,603697.SH,1899-12-30
5398,603279.SH,1899-12-30
5399,603327.SH,1899-12-30
5400,603518.SH,1899-12-30
5401,603236.SH,1899-12-30
5402,603256.SH,1899-12-30
5403,603267.SH,1899-12-30
5404,601975.SH,1899-12-30
5405,603217.SH,1899-12-30
5406,601236.SH,1899-12-30
5407,601698.SH,1899-12-30
5408,601798.SH,1899-12-30
5409,600968.SH,1899-12-30
5410,600989.SH,1899-12-30
5411,600815.SH,1899-12-30
5412,600891.SH,1899-12-30
5413,600747.SH,1899-12-30
5414,600778.SH,1899-12-30
5415,600807.SH,1899-12-30
5416,600721.SH,1899-12-30
5417,600726.SH,1899-12-30
5418,600680.SH,2019-05-24
5419,600687.SH,1899-12-30
5420,600690.SH,1899-12-30
5421,600654.SH,1899-12-30
5422,600666.SH,1899-12-30
5423,600614.SH,1899-12-30
5424,600615.SH,1899-12-30
5425,600652.SH,1899-12-30
5426,600526.SH,1899-12-30
5427,600595.SH,1899-12-30
5428,600462.SH,1899-12-30
5429,600485.SH,1899-12-30
5430,600518.SH,1899-12-30
5431,600401.SH,2019-07-12
5432,600421.SH,1899-12-30
5433,600385.SH,1899-12-30
5434,600396.SH,1899-12-30
5435,600397.SH,1899-12-30
5436,600346.SH,1899-12-30
5437,600378.SH,1899-12-30
5438,600238.SH,1899-12-30
5439,600240.SH,1899-12-30
5440,600247.SH,1899-12-30
5441,600223.SH,1899-12-30
5442,600234.SH,1899-12-30
5443,600186.SH,1899-12-30
5444,600198.SH,1899-12-30
5445,600209.SH,1899-12-30
5446,600119.SH,1899-12-30
5447,600179.SH,1899-12-30
5448,300788.SZ,1899-12-30
5449,600084.SH,1899-12-30
5450,600112.SH,1899-12-30
5451,300785.SZ,1899-12-30
5452,300786.SZ,1899-12-30
5453,300782.SZ,1899-12-30
5454,300783.SZ,1899-12-30
5455,300779.SZ,1899-12-30
5456,300780.SZ,1899-12-30
5457,300781.SZ,1899-12-30
5458,300777.SZ,1899-12-30
5459,300778.SZ,1899-12-30
5460,300773.SZ,1899-12-30
5461,300775.SZ,1899-12-30
5462,300776.SZ,1899-12-30
5463,300594.SZ,1899-12-30
5464,300771.SZ,1899-12-30
5465,300772.SZ,1899-12-30
5466,300343.SZ,1899-12-30
5467,300143.SZ,1899-12-30
5468,300162.SZ,1899-12-30
5469,300189.SZ,1899-12-30
5470,002957.SZ,1899-12-30
5471,300057.SZ,1899-12-30
5472,002955.SZ,1899-12-30
5473,002956.SZ,1899-12-30
5474,002929.SZ,1899-12-30
5475,002953.SZ,1899-12-30
5476,002757.SZ,1899-12-30
5477,002766.SZ,1899-12-30
5478,002872.SZ,1899-12-30
5479,002692.SZ,1899-12-30
5480,002711.SZ,1899-12-30
5481,002629.SZ,1899-12-30
5482,002642.SZ,1899-12-30
5483,002684.SZ,1899-12-30
5484,002536.SZ,1899-12-30
5485,002569.SZ,1899-12-30
5486,002586.SZ,1899-12-30
5487,002501.SZ,1899-12-30
5488,002502.SZ,1899-12-30
5489,002477.SZ,1899-12-30
5490,002499.SZ,1899-12-30
5491,002380.SZ,1899-12-30
5492,002420.SZ,1899-12-30
5493,002450.SZ,1899-12-30
5494,002356.SZ,1899-12-30
5495,002359.SZ,1899-12-30
5496,002290.SZ,1899-12-30
5497,002333.SZ,1899-12-30
5498,002259.SZ,1899-12-30
5499,002282.SZ,1899-12-30
5500,002289.SZ,1899-12-30
5501,002200.SZ,1899-12-30
5502,002210.SZ,1899-12-30
5503,002220.SZ,1899-12-30
5504,002175.SZ,1899-12-30
5505,002189.SZ,1899-12-30
5506,002089.SZ,1899-12-30
5507,002143.SZ,1899-12-30
5508,002070.SZ,2019-07-09
5509,002072.SZ,1899-12-30
5510,002021.SZ,1899-12-30
5511,002059.SZ,1899-12-30
5512,000981.SZ,1899-12-30
5513,002005.SZ,1899-12-30
5514,002015.SZ,1899-12-30
5515,000883.SZ,1899-12-30
5516,000971.SZ,1899-12-30
5517,000826.SZ,1899-12-30
5518,000792.SZ,1899-12-30
5519,000816.SZ,1899-12-30
5520,000820.SZ,1899-12-30
5521,000760.SZ,1899-12-30
5522,000779.SZ,1899-12-30
5523,000720.SZ,1899-12-30
5524,000752.SZ,1899-12-30
5525,000707.SZ,1899-12-30
5526,000670.SZ,1899-12-30
5527,000693.SZ,2019-07-09
5528,000611.SZ,1899-12-30
5529,000589.SZ,1899-12-30
5530,000510.SZ,1899-12-30
5531,000571.SZ,1899-12-30
5532,000572.SZ,1899-12-30
5533,000422.SZ,1899-12-30
5534,000504.SZ,1899-12-30
5535,000018.SZ,1899-12-30
5536,000418.SZ,2019-06-21
5537,000010.SZ,1899-12-30
5538,600807.SH,1899-12-30
5539,300770.SZ,1899-12-30
5540,300162.SZ,1899-12-30
5541,600397.SH,1899-12-30
5542,002570.SZ,1899-12-30
5543,000737.SZ,1899-12-30
5544,603317.SH,1899-12-30
5545,002621.SZ,1899-12-30
5546,002336.SZ,1899-12-30
5547,002570.SZ,1899-12-30
5548,000868.SZ,1899-12-30
5549,002282.SZ,1899-12-30
5550,601975.SH,1899-12-30
5551,603068.SH,1899-12-30
5552,600673.SH,1899-12-30
5553,300769.SZ,1899-12-30
5554,000571.SZ,1899-12-30
5555,000912.SZ,1899-12-30
5556,002282.SZ,1899-12-30
5557,601975.SH,1899-12-30
5558,300768.SZ,1899-12-30
5559,600687.SH,1899-12-30
5560,000820.SZ,1899-12-30
5561,600687.SH,1899-12-30
5562,000820.SZ,1899-12-30
5563,600891.SH,1899-12-30
5564,600749.SH,1899-12-30
5565,000752.SZ,1899-12-30
5566,600896.SH,1899-12-30
5567,600673.SH,1899-12-30
5568,600749.SH,1899-12-30
5569,600870.SH,1899-12-30
5570,600399.SH,1899-12-30
5571,600539.SH,1899-12-30
5572,002143.SZ,1899-12-30
5573,000655.SZ,1899-12-30
5574,600896.SH,1899-12-30
5575,600399.SH,1899-12-30
5576,002143.SZ,1899-12-30
5577,000911.SZ,1899-12-30
5578,603379.SH,1899-12-30
5579,600871.SH,1899-12-30
5580,600321.SH,1899-12-30
5581,600202.SH,1899-12-30
5582,300767.SZ,1899-12-30
5583,601975.SH,1899-12-30
5584,600698.SH,1899-12-30
5585,600321.SH,1899-12-30
5586,600150.SH,1899-12-30
5587,002952.SZ,1899-12-30
5588,000806.SZ,1899-12-30
5589,601975.SH,1899-12-30
5590,600698.SH,1899-12-30
5591,600408.SH,1899-12-30
5592,600150.SH,1899-12-30
5593,600193.SH,1899-12-30
5594,000971.SZ,1899-12-30
5595,000979.SZ,2018-12-28
5596,002113.SZ,1899-12-30
5597,000806.SZ,1899-12-30
5598,603681.SH,1899-12-30
5599,600193.SH,1899-12-30
5600,002958.SZ,1899-12-30
5601,002113.SZ,1899-12-30
5602,002456.SZ,1899-12-30
5603,000971.SZ,1899-12-30
5604,000670.SZ,1899-12-30
5605,000031.SZ,1899-12-30
5606,600877.SH,1899-12-30
5607,603323.SH,1899-12-30
5608,300766.SZ,1899-12-30
5609,002190.SZ,1899-12-30
5610,300765.SZ,1899-12-30
5611,002053.SZ,1899-12-30
5612,002190.SZ,1899-12-30
5613,603323.SH,1899-12-30
5614,000897.SZ,1899-12-30
5615,300763.SZ,1899-12-30
5616,002473.SZ,1899-12-30
5617,002951.SZ,1899-12-30
5618,300762.SZ,1899-12-30
5619,600882.SH,1899-12-30
5620,600633.SH,1899-12-30
5621,600837.SH,1899-12-30
5622,600369.SH,1899-12-30
5623,600403.SH,1899-12-30
5624,600606.SH,1899-12-30
5625,002027.SZ,1899-12-30
5626,000908.SZ,1899-12-30
5627,000953.SZ,1899-12-30
5628,000776.SZ,1899-12-30
5629,000783.SZ,1899-12-30
5630,600882.SH,1899-12-30
5631,600633.SH,1899-12-30
5632,600837.SH,1899-12-30
5633,600606.SH,1899-12-30
5634,600369.SH,1899-12-30
5635,600403.SH,1899-12-30
5636,600580.SH,1899-12-30
5637,002950.SZ,1899-12-30
5638,002504.SZ,1899-12-30
5639,002600.SZ,1899-12-30
5640,002755.SZ,1899-12-30
5641,000908.SZ,1899-12-30
5642,000783.SZ,1899-12-30
5643,600606.SH,1899-12-30
5644,002600.SZ,1899-12-30
5645,000783.SZ,1899-12-30
5646,002504.SZ,1899-12-30
5647,600837.SH,1899-12-30
5648,600606.SH,1899-12-30
5649,600633.SH,1899-12-30
5650,600369.SH,1899-12-30
5651,600403.SH,1899-12-30
5652,002600.SZ,1899-12-30
5653,002504.SZ,1899-12-30
5654,000908.SZ,1899-12-30
5655,000783.SZ,1899-12-30
5656,600580.SH,1899-12-30
5657,002552.SZ,1899-12-30
5658,002552.SZ,1899-12-30
5659,600928.SH,1899-12-30
5660,600403.SH,1899-12-30
5661,600633.SH,1899-12-30
5662,002600.SZ,1899-12-30
5663,000783.SZ,1899-12-30
5664,600633.SH,1899-12-30
5665,600837.SH,1899-12-30
5666,600403.SH,1899-12-30
5667,600606.SH,1899-12-30
5668,600369.SH,1899-12-30
5669,002504.SZ,1899-12-30
5670,002600.SZ,1899-12-30
5671,000783.SZ,1899-12-30
5672,000908.SZ,1899-12-30
5673,000783.SZ,1899-12-30
5674,000533.SZ,1899-12-30
5675,000019.SZ,1899-12-30
5676,600403.SH,1899-12-30
5677,002949.SZ,1899-12-30
5678,000908.SZ,1899-12-30
5679,000783.SZ,1899-12-30
5680,600403.SH,1899-12-30
5681,600606.SH,1899-12-30
5682,600633.SH,1899-12-30
5683,002600.SZ,1899-12-30
5684,002504.SZ,1899-12-30
5685,000783.SZ,1899-12-30
5686,000908.SZ,1899-12-30
5687,603956.SH,1899-12-30
5688,600633.SH,1899-12-30
5689,600837.SH,1899-12-30
5690,600369.SH,1899-12-30
5691,600403.SH,1899-12-30
5692,600606.SH,1899-12-30
5693,300758.SZ,1899-12-30
5694,300176.SZ,1899-12-30
5695,002600.SZ,1899-12-30
5696,002504.SZ,1899-12-30
5697,000908.SZ,1899-12-30
5698,000783.SZ,1899-12-30
5699,002027.SZ,1899-12-30
5700,000776.SZ,1899-12-30
5701,002607.SZ,1899-12-30
5702,600528.SH,1899-12-30
5703,600528.SH,1899-12-30
5704,300443.SZ,1899-12-30
5705,300761.SZ,1899-12-30
5706,002086.SZ,1899-12-30
5707,601865.SH,1899-12-30
5708,300443.SZ,1899-12-30
5709,002086.SZ,1899-12-30
5710,600528.SH,1899-12-30
5711,002086.SZ,1899-12-30
5712,600633.SH,1899-12-30
5713,600837.SH,1899-12-30
5714,600606.SH,1899-12-30
5715,600369.SH,1899-12-30
5716,600403.SH,1899-12-30
5717,002504.SZ,1899-12-30
5718,002600.SZ,1899-12-30
5719,000908.SZ,1899-12-30
5720,000783.SZ,1899-12-30
5721,002168.SZ,1899-12-30
5722,600528.SH,1899-12-30
5723,300208.SZ,1899-12-30
5724,002496.SZ,1899-12-30
5725,002947.SZ,1899-12-30
5726,002496.SZ,1899-12-30
5727,603299.SH,1899-12-30
5728,603351.SH,1899-12-30
5729,300513.SZ,1899-12-30
5730,600757.SH,1899-12-30
5731,600792.SH,1899-12-30
5732,600716.SH,1899-12-30
5733,600743.SH,1899-12-30
5734,600225.SH,1899-12-30
5735,600340.SH,1899-12-30
5736,600094.SH,1899-12-30
5737,600137.SH,1899-12-30
5738,300451.SZ,1899-12-30
5739,300755.SZ,1899-12-30
5740,000981.SZ,1899-12-30
5741,000719.SZ,1899-12-30
5742,000961.SZ,1899-12-30
5743,000603.SZ,1899-12-30
5744,000669.SZ,1899-12-30
5745,000415.SZ,1899-12-30
5746,000561.SZ,1899-12-30
5747,600988.SH,1899-12-30
5748,600691.SH,1899-12-30
5749,600807.SH,1899-12-30
5750,600403.SH,1899-12-30
5751,600532.SH,1899-12-30
5752,600687.SH,1899-12-30
5753,600335.SH,1899-12-30
5754,600401.SH,1899-12-30
5755,300759.SZ,1899-12-30
5756,600077.SH,1899-12-30
5757,600109.SH,1899-12-30
5758,600173.SH,1899-12-30
5759,002607.SZ,1899-12-30
5760,002145.SZ,1899-12-30
5761,000791.SZ,1899-12-30
5762,000831.SZ,1899-12-30
5763,000767.SZ,1899-12-30
5764,000780.SZ,1899-12-30
5765,000688.SZ,1899-12-30
5766,000665.SZ,1899-12-30
5767,000686.SZ,1899-12-30
5768,000498.SZ,1899-12-30
5769,000519.SZ,1899-12-30
5770,000030.SZ,1899-12-30
5771,603299.SH,1899-12-30
5772,002946.SZ,1899-12-30
5773,000750.SZ,1899-12-30
5774,601615.SH,1899-12-30
5775,603700.SH,1899-12-30
5776,002450.SZ,1899-12-30
5777,000728.SZ,1899-12-30
5778,601298.SH,1899-12-30
5779,300341.SZ,1899-12-30
5780,002692.SZ,1899-12-30
5781,601598.SH,1899-12-30
5782,603332.SH,1899-12-30
5783,002945.SZ,1899-12-30
5784,002755.SZ,1899-12-30
5785,603739.SH,1899-12-30
5786,002948.SZ,1899-12-30
5787,600462.SH,1899-12-30
5788,300247.SZ,1899-12-30
5789,603121.SH,1899-12-30
5790,600606.SH,1899-12-30
5791,000301.SZ,1899-12-30
5792,600856.SH,1899-12-30
5793,600606.SH,1899-12-30
5794,600666.SH,1899-12-30
5795,600259.SH,1899-12-30
5796,600856.SH,1899-12-30
5797,600517.SH,1899-12-30
5798,000607.SZ,1899-12-30
5799,000553.SZ,1899-12-30
5800,601975.SH,1899-12-30
5801,600856.SH,1899-12-30
5802,600606.SH,1899-12-30
5803,600666.SH,1899-12-30
5804,600517.SH,1899-12-30
5805,300757.SZ,1899-12-30
5806,600259.SH,1899-12-30
5807,000607.SZ,1899-12-30
5808,600856.SH,1899-12-30
5809,600517.SH,1899-12-30
5810,600606.SH,1899-12-30
5811,600666.SH,1899-12-30
5812,600259.SH,1899-12-30
5813,000607.SZ,1899-12-30
5814,601860.SH,1899-12-30
5815,603185.SH,1899-12-30
5816,300756.SZ,1899-12-30
5817,600270.SH,2018-12-28
5818,600856.SH,1899-12-30
5819,600666.SH,1899-12-30
5820,600517.SH,1899-12-30
5821,600606.SH,1899-12-30
5822,600259.SH,1899-12-30
5823,001872.SZ,1899-12-30
5824,000607.SZ,1899-12-30
5825,603629.SH,1899-12-30
5826,600856.SH,1899-12-30
5827,600606.SH,1899-12-30
5828,600666.SH,1899-12-30
5829,600517.SH,1899-12-30
5830,600259.SH,1899-12-30
5831,600270.SH,2018-12-28
5832,000607.SZ,1899-12-30
5833,001872.SZ,1899-12-30
5834,600666.SH,1899-12-30
5835,300403.SZ,1899-12-30
5836,600856.SH,1899-12-30
5837,600666.SH,1899-12-30
5838,600606.SH,1899-12-30
5839,600517.SH,1899-12-30
5840,600259.SH,1899-12-30
5841,000607.SZ,1899-12-30
5842,603117.SH,1899-12-30
5843,603117.SH,1899-12-30
5844,300753.SZ,1899-12-30
5845,002389.SZ,1899-12-30
5846,600606.SH,1899-12-30
5847,000889.SZ,1899-12-30
5848,002942.SZ,1899-12-30
5849,002147.SZ,1899-12-30
5850,300752.SZ,1899-12-30
5851,603187.SH,1899-12-30
5852,600856.SH,1899-12-30
5853,600666.SH,1899-12-30
5854,600517.SH,1899-12-30
5855,600259.SH,1899-12-30
5856,002943.SZ,1899-12-30
5857,000607.SZ,1899-12-30
5858,002941.SZ,1899-12-30
5859,000922.SZ,1899-12-30
5860,000403.SZ,1899-12-30
5861,000403.SZ,1899-12-30
5862,601319.SH,1899-12-30
5863,603220.SH,1899-12-30
5864,000979.SZ,1899-12-30
5865,000755.SZ,1899-12-30
5866,000415.SZ,1899-12-30
5867,300751.SZ,1899-12-30
5868,000979.SZ,1899-12-30
5869,300674.SZ,1899-12-30
5870,603188.SH,1899-12-30
5871,601058.SH,1899-12-30
5872,603188.SH,1899-12-30
5873,603333.SH,1899-12-30
5874,002680.SZ,1899-12-30
5875,000697.SZ,1899-12-30
5876,600661.SH,1899-12-30
5877,002680.SZ,1899-12-30
5878,000972.SZ,1899-12-30
5879,603333.SH,1899-12-30
5880,601058.SH,1899-12-30
5881,300317.SZ,1899-12-30
5882,002445.SZ,1899-12-30
5883,600661.SH,1899-12-30
5884,002445.SZ,1899-12-30
5885,002411.SZ,1899-12-30
5886,000803.SZ,1899-12-30
5887,002939.SZ,1899-12-30
5888,000301.SZ,1899-12-30
5889,000803.SZ,1899-12-30
5890,002940.SZ,1899-12-30
5891,601162.SH,1899-12-30
5892,600985.SH,1899-12-30
5893,002812.SZ,1899-12-30
5894,300760.SZ,1899-12-30
5895,000836.SZ,1899-12-30
5896,300694.SZ,1899-12-30
5897,002808.SZ,1899-12-30
5898,002102.SZ,1899-12-30
5899,000921.SZ,1899-12-30
5900,300038.SZ,1899-12-30
5901,002259.SZ,1899-12-30
5902,002247.SZ,1899-12-30
5903,000155.SZ,1899-12-30
5904,601577.SH,1899-12-30
5905,600733.SH,1899-12-30
5906,002937.SZ,1899-12-30
5907,000301.SZ,1899-12-30
5908,600733.SH,1899-12-30
5909,300749.SZ,1899-12-30
5910,603801.SH,1899-12-30
5911,603869.SH,1899-12-30
5912,603359.SH,1899-12-30
5913,603368.SH,1899-12-30
5914,603583.SH,1899-12-30
5915,603339.SH,1899-12-30
5916,601519.SH,1899-12-30
5917,601558.SH,1899-12-30
5918,600960.SH,1899-12-30
5919,601106.SH,1899-12-30
5920,600847.SH,1899-12-30
5921,600870.SH,1899-12-30
5922,600896.SH,1899-12-30
5923,600815.SH,1899-12-30
5924,600817.SH,1899-12-30
5925,600767.SH,1899-12-30
5926,600778.SH,1899-12-30
5927,600807.SH,1899-12-30
5928,600747.SH,1899-12-30
5929,600751.SH,1899-12-30
5930,600696.SH,1899-12-30
5931,600701.SH,1899-12-30
5932,600610.SH,1899-12-30
5933,600634.SH,1899-12-30
5934,600654.SH,1899-12-30
5935,600539.SH,1899-12-30
5936,600540.SH,1899-12-30
5937,600403.SH,1899-12-30
5938,600408.SH,1899-12-30
5939,600425.SH,1899-12-30
5940,600397.SH,1899-12-30
5941,600399.SH,1899-12-30
5942,600289.SH,1899-12-30
5943,600321.SH,1899-12-30
5944,600387.SH,1899-12-30
5945,600247.SH,1899-12-30
5946,600275.SH,1899-12-30
5947,600227.SH,1899-12-30
5948,600228.SH,1899-12-30
