,wind_code,delist_date
2500,688006.SH,1899-12-30
2501,603999.SH,1899-12-30
2502,688001.SH,1899-12-30
2503,688002.SH,1899-12-30
2504,603998.SH,1899-12-30
2505,603996.SH,1899-12-30
2506,603997.SH,1899-12-30
2507,603990.SH,1899-12-30
2508,603991.SH,1899-12-30
2509,603993.SH,1899-12-30
2510,603988.SH,1899-12-30
2511,603989.SH,1899-12-30
2512,603983.SH,1899-12-30
2513,603985.SH,1899-12-30
2514,603986.SH,1899-12-30
2515,603987.SH,1899-12-30
2516,603982.SH,1899-12-30
2517,603978.SH,1899-12-30
2518,603979.SH,1899-12-30
2519,603980.SH,1899-12-30
2520,603976.SH,1899-12-30
2521,603977.SH,1899-12-30
2522,603968.SH,1899-12-30
2523,603969.SH,1899-12-30
2524,603970.SH,1899-12-30
2525,603966.SH,1899-12-30
2526,603967.SH,1899-12-30
2527,603959.SH,1899-12-30
2528,603960.SH,1899-12-30
2529,603963.SH,1899-12-30
2530,603955.SH,1899-12-30
2531,603956.SH,1899-12-30
2532,603958.SH,1899-12-30
2533,603938.SH,1899-12-30
2534,603939.SH,1899-12-30
2535,603933.SH,1899-12-30
2536,603936.SH,1899-12-30
2537,603937.SH,1899-12-30
2538,603928.SH,1899-12-30
2539,603929.SH,1899-12-30
2540,603922.SH,1899-12-30
2541,603926.SH,1899-12-30
2542,603918.SH,1899-12-30
2543,603919.SH,1899-12-30
2544,603920.SH,1899-12-30
2545,603916.SH,1899-12-30
2546,603917.SH,1899-12-30
2547,603909.SH,1899-12-30
2548,603912.SH,1899-12-30
2549,603915.SH,1899-12-30
2550,603906.SH,1899-12-30
2551,603908.SH,1899-12-30
2552,603900.SH,1899-12-30
2553,603901.SH,1899-12-30
2554,603903.SH,1899-12-30
2555,603898.SH,1899-12-30
2556,603899.SH,1899-12-30
2557,603896.SH,1899-12-30
2558,603897.SH,1899-12-30
2559,603889.SH,1899-12-30
2560,603890.SH,1899-12-30
2561,603895.SH,1899-12-30
2562,603887.SH,1899-12-30
2563,603888.SH,1899-12-30
2564,603885.SH,1899-12-30
2565,603886.SH,1899-12-30
2566,603882.SH,1899-12-30
2567,603883.SH,1899-12-30
2568,603880.SH,1899-12-30
2569,603881.SH,1899-12-30
2570,603877.SH,1899-12-30
2571,603878.SH,1899-12-30
2572,603879.SH,1899-12-30
2573,603869.SH,1899-12-30
2574,603871.SH,1899-12-30
2575,603876.SH,1899-12-30
2576,603867.SH,1899-12-30
2577,603868.SH,1899-12-30
2578,603863.SH,1899-12-30
2579,603866.SH,1899-12-30
2580,603859.SH,1899-12-30
2581,603860.SH,1899-12-30
2582,603861.SH,1899-12-30
2583,603856.SH,1899-12-30
2584,603858.SH,1899-12-30
2585,603843.SH,1899-12-30
2586,603848.SH,1899-12-30
2587,603855.SH,1899-12-30
2588,603838.SH,1899-12-30
2589,603839.SH,1899-12-30
2590,603828.SH,1899-12-30
2591,603829.SH,1899-12-30
2592,603833.SH,1899-12-30
2593,603825.SH,1899-12-30
2594,603826.SH,1899-12-30
2595,603819.SH,1899-12-30
2596,603822.SH,1899-12-30
2597,603823.SH,1899-12-30
2598,603817.SH,1899-12-30
2599,603818.SH,1899-12-30
2600,603811.SH,1899-12-30
2601,603813.SH,1899-12-30
2602,603816.SH,1899-12-30
2603,603808.SH,1899-12-30
2604,603809.SH,1899-12-30
2605,603810.SH,1899-12-30
2606,603801.SH,1899-12-30
2607,603803.SH,1899-12-30
2608,603806.SH,1899-12-30
2609,603800.SH,1899-12-30
2610,603797.SH,1899-12-30
2611,603798.SH,1899-12-30
2612,603799.SH,1899-12-30
2613,603789.SH,1899-12-30
2614,603790.SH,1899-12-30
2615,603779.SH,1899-12-30
2616,603787.SH,1899-12-30
2617,603788.SH,1899-12-30
2618,603776.SH,1899-12-30
2619,603777.SH,1899-12-30
2620,603778.SH,1899-12-30
2621,603768.SH,1899-12-30
2622,603773.SH,1899-12-30
2623,603758.SH,1899-12-30
2624,603766.SH,1899-12-30
2625,603767.SH,1899-12-30
2626,603739.SH,1899-12-30
2627,603757.SH,1899-12-30
2628,603733.SH,1899-12-30
2629,603737.SH,1899-12-30
2630,603738.SH,1899-12-30
2631,603729.SH,1899-12-30
2632,603730.SH,1899-12-30
2633,603726.SH,1899-12-30
2634,603727.SH,1899-12-30
2635,603728.SH,1899-12-30
2636,603722.SH,1899-12-30
2637,603725.SH,1899-12-30
2638,603718.SH,1899-12-30
2639,603721.SH,1899-12-30
2640,603712.SH,1899-12-30
2641,603713.SH,1899-12-30
2642,603716.SH,1899-12-30
2643,603717.SH,1899-12-30
2644,603711.SH,1899-12-30
2645,603707.SH,1899-12-30
2646,603708.SH,1899-12-30
2647,603709.SH,1899-12-30
2648,603701.SH,1899-12-30
2649,603703.SH,1899-12-30
2650,603706.SH,1899-12-30
2651,603699.SH,1899-12-30
2652,603700.SH,1899-12-30
2653,603697.SH,1899-12-30
2654,603698.SH,1899-12-30
2655,603689.SH,1899-12-30
2656,603690.SH,1899-12-30
2657,603693.SH,1899-12-30
2658,603696.SH,1899-12-30
2659,603688.SH,1899-12-30
2660,603685.SH,1899-12-30
2661,603686.SH,1899-12-30
2662,603687.SH,1899-12-30
2663,603681.SH,1899-12-30
2664,603683.SH,1899-12-30
2665,603678.SH,1899-12-30
2666,603679.SH,1899-12-30
2667,603680.SH,1899-12-30
2668,603677.SH,1899-12-30
2669,603667.SH,1899-12-30
2670,603668.SH,1899-12-30
2671,603669.SH,1899-12-30
2672,603676.SH,1899-12-30
2673,603665.SH,1899-12-30
2674,603666.SH,1899-12-30
2675,603662.SH,1899-12-30
2676,603663.SH,1899-12-30
2677,603660.SH,1899-12-30
2678,603661.SH,1899-12-30
2679,603657.SH,1899-12-30
2680,603658.SH,1899-12-30
2681,603659.SH,1899-12-30
2682,603655.SH,1899-12-30
2683,603656.SH,1899-12-30
2684,603639.SH,1899-12-30
2685,603648.SH,1899-12-30
2686,603650.SH,1899-12-30
2687,603636.SH,1899-12-30
2688,603637.SH,1899-12-30
2689,603638.SH,1899-12-30
2690,603629.SH,1899-12-30
2691,603630.SH,1899-12-30
2692,603633.SH,1899-12-30
2693,603628.SH,1899-12-30
2694,603618.SH,1899-12-30
2695,603619.SH,1899-12-30
2696,603626.SH,1899-12-30
2697,603616.SH,1899-12-30
2698,603617.SH,1899-12-30
2699,603612.SH,1899-12-30
2700,603613.SH,1899-12-30
2701,603615.SH,1899-12-30
2702,603609.SH,1899-12-30
2703,603611.SH,1899-12-30
2704,603606.SH,1899-12-30
2705,603607.SH,1899-12-30
2706,603608.SH,1899-12-30
2707,603603.SH,1899-12-30
2708,603605.SH,1899-12-30
2709,603600.SH,1899-12-30
2710,603601.SH,1899-12-30
2711,603602.SH,1899-12-30
2712,603598.SH,1899-12-30
2713,603599.SH,1899-12-30
2714,603590.SH,1899-12-30
2715,603595.SH,1899-12-30
2716,603596.SH,1899-12-30
2717,603588.SH,1899-12-30
2718,603589.SH,1899-12-30
2719,603585.SH,1899-12-30
2720,603586.SH,1899-12-30
2721,603587.SH,1899-12-30
2722,603580.SH,1899-12-30
2723,603583.SH,1899-12-30
2724,603577.SH,1899-12-30
2725,603578.SH,1899-12-30
2726,603579.SH,1899-12-30
2727,603568.SH,1899-12-30
2728,603569.SH,1899-12-30
2729,603559.SH,1899-12-30
2730,603566.SH,1899-12-30
2731,603567.SH,1899-12-30
2732,603556.SH,1899-12-30
2733,603557.SH,1899-12-30
2734,603558.SH,1899-12-30
2735,603538.SH,1899-12-30
2736,603555.SH,1899-12-30
2737,603535.SH,1899-12-30
2738,603536.SH,1899-12-30
2739,603530.SH,1899-12-30
2740,603533.SH,1899-12-30
2741,603520.SH,1899-12-30
2742,603527.SH,1899-12-30
2743,603528.SH,1899-12-30
2744,603518.SH,1899-12-30
2745,603519.SH,1899-12-30
2746,603515.SH,1899-12-30
2747,603516.SH,1899-12-30
2748,603517.SH,1899-12-30
2749,603506.SH,1899-12-30
2750,603507.SH,1899-12-30
2751,603508.SH,1899-12-30
2752,603501.SH,1899-12-30
2753,603505.SH,1899-12-30
2754,603499.SH,1899-12-30
2755,603500.SH,1899-12-30
2756,603486.SH,1899-12-30
2757,603488.SH,1899-12-30
2758,603496.SH,1899-12-30
2759,603466.SH,1899-12-30
2760,603477.SH,1899-12-30
2761,603444.SH,1899-12-30
2762,603456.SH,1899-12-30
2763,603458.SH,1899-12-30
2764,603421.SH,1899-12-30
2765,603429.SH,1899-12-30
2766,603398.SH,1899-12-30
2767,603399.SH,1899-12-30
2768,603416.SH,1899-12-30
2769,603393.SH,1899-12-30
2770,603396.SH,1899-12-30
2771,603387.SH,1899-12-30
2772,603388.SH,1899-12-30
2773,603389.SH,1899-12-30
2774,603385.SH,1899-12-30
2775,603386.SH,1899-12-30
2776,603379.SH,1899-12-30
2777,603380.SH,1899-12-30
2778,603383.SH,1899-12-30
2779,603377.SH,1899-12-30
2780,603378.SH,1899-12-30
2781,603367.SH,1899-12-30
2782,603368.SH,1899-12-30
2783,603369.SH,1899-12-30
2784,603365.SH,1899-12-30
2785,603366.SH,1899-12-30
2786,603359.SH,1899-12-30
2787,603360.SH,1899-12-30
2788,603363.SH,1899-12-30
2789,603357.SH,1899-12-30
2790,603358.SH,1899-12-30
2791,603351.SH,1899-12-30
2792,603355.SH,1899-12-30
2793,603356.SH,1899-12-30
2794,603339.SH,1899-12-30
2795,603345.SH,1899-12-30
2796,603348.SH,1899-12-30
2797,603337.SH,1899-12-30
2798,603338.SH,1899-12-30
2799,603335.SH,1899-12-30
2800,603336.SH,1899-12-30
2801,603332.SH,1899-12-30
2802,603333.SH,1899-12-30
2803,603329.SH,1899-12-30
2804,603330.SH,1899-12-30
2805,603331.SH,1899-12-30
2806,603326.SH,1899-12-30
2807,603327.SH,1899-12-30
2808,603328.SH,1899-12-30
2809,603322.SH,1899-12-30
2810,603323.SH,1899-12-30
2811,603319.SH,1899-12-30
2812,603320.SH,1899-12-30
2813,603321.SH,1899-12-30
2814,603317.SH,1899-12-30
2815,603318.SH,1899-12-30
2816,603313.SH,1899-12-30
2817,603315.SH,1899-12-30
2818,603316.SH,1899-12-30
2819,603309.SH,1899-12-30
2820,603311.SH,1899-12-30
2821,603305.SH,1899-12-30
2822,603306.SH,1899-12-30
2823,603308.SH,1899-12-30
2824,603301.SH,1899-12-30
2825,603303.SH,1899-12-30
2826,603298.SH,1899-12-30
2827,603299.SH,1899-12-30
2828,603300.SH,1899-12-30
2829,603289.SH,1899-12-30
2830,603297.SH,1899-12-30
2831,603283.SH,1899-12-30
2832,603286.SH,1899-12-30
2833,603288.SH,1899-12-30
2834,603278.SH,1899-12-30
2835,603279.SH,1899-12-30
2836,603269.SH,1899-12-30
2837,603277.SH,1899-12-30
2838,603267.SH,1899-12-30
2839,603268.SH,1899-12-30
2840,603260.SH,1899-12-30
2841,603266.SH,1899-12-30
2842,603256.SH,1899-12-30
2843,603258.SH,1899-12-30
2844,603259.SH,1899-12-30
2845,603236.SH,1899-12-30
2846,603238.SH,1899-12-30
2847,603239.SH,1899-12-30
2848,603232.SH,1899-12-30
2849,603233.SH,1899-12-30
2850,603228.SH,1899-12-30
2851,603229.SH,1899-12-30
2852,603225.SH,1899-12-30
2853,603226.SH,1899-12-30
2854,603227.SH,1899-12-30
2855,603222.SH,1899-12-30
2856,603223.SH,1899-12-30
2857,603217.SH,1899-12-30
2858,603218.SH,1899-12-30
2859,603220.SH,1899-12-30
2860,603208.SH,1899-12-30
2861,603214.SH,1899-12-30
2862,603199.SH,1899-12-30
2863,603200.SH,1899-12-30
2864,603203.SH,1899-12-30
2865,603197.SH,1899-12-30
2866,603198.SH,1899-12-30
2867,603189.SH,1899-12-30
2868,603192.SH,1899-12-30
2869,603196.SH,1899-12-30
2870,603186.SH,1899-12-30
2871,603187.SH,1899-12-30
2872,603188.SH,1899-12-30
2873,603185.SH,1899-12-30
2874,603180.SH,1899-12-30
2875,603181.SH,1899-12-30
2876,603183.SH,1899-12-30
2877,603178.SH,1899-12-30
2878,603179.SH,1899-12-30
2879,603168.SH,1899-12-30
2880,603169.SH,1899-12-30
2881,603177.SH,1899-12-30
2882,603166.SH,1899-12-30
2883,603167.SH,1899-12-30
2884,603160.SH,1899-12-30
2885,603161.SH,1899-12-30
2886,603165.SH,1899-12-30
2887,603158.SH,1899-12-30
2888,603159.SH,1899-12-30
2889,603139.SH,1899-12-30
2890,603156.SH,1899-12-30
2891,603157.SH,1899-12-30
2892,603136.SH,1899-12-30
2893,603138.SH,1899-12-30
2894,603129.SH,1899-12-30
2895,603131.SH,1899-12-30
2896,603133.SH,1899-12-30
2897,603127.SH,1899-12-30
2898,603128.SH,1899-12-30
2899,603121.SH,1899-12-30
2900,603123.SH,1899-12-30
2901,603126.SH,1899-12-30
2902,603117.SH,1899-12-30
2903,603118.SH,1899-12-30
2904,603113.SH,1899-12-30
2905,603115.SH,1899-12-30
2906,603116.SH,1899-12-30
2907,603108.SH,1899-12-30
2908,603110.SH,1899-12-30
2909,603111.SH,1899-12-30
2910,603105.SH,1899-12-30
2911,603106.SH,1899-12-30
2912,603101.SH,1899-12-30
2913,603103.SH,1899-12-30
2914,603098.SH,1899-12-30
2915,603099.SH,1899-12-30
2916,603100.SH,1899-12-30
2917,603090.SH,1899-12-30
2918,603096.SH,1899-12-30
2919,603086.SH,1899-12-30
2920,603088.SH,1899-12-30
2921,603089.SH,1899-12-30
2922,603083.SH,1899-12-30
2923,603085.SH,1899-12-30
2924,603079.SH,1899-12-30
2925,603080.SH,1899-12-30
2926,603081.SH,1899-12-30
2927,603077.SH,1899-12-30
2928,603078.SH,1899-12-30
2929,603068.SH,1899-12-30
2930,603069.SH,1899-12-30
2931,603076.SH,1899-12-30
2932,603063.SH,1899-12-30
2933,603066.SH,1899-12-30
2934,603067.SH,1899-12-30
2935,603059.SH,1899-12-30
2936,603060.SH,1899-12-30
2937,603055.SH,1899-12-30
2938,603056.SH,1899-12-30
2939,603058.SH,1899-12-30
2940,603045.SH,1899-12-30
2941,603050.SH,1899-12-30
2942,603042.SH,1899-12-30
2943,603043.SH,1899-12-30
2944,603039.SH,1899-12-30
2945,603040.SH,1899-12-30
2946,603041.SH,1899-12-30
2947,603037.SH,1899-12-30
2948,603038.SH,1899-12-30
2949,603033.SH,1899-12-30
2950,603035.SH,1899-12-30
2951,603036.SH,1899-12-30
2952,603031.SH,1899-12-30
2953,603032.SH,1899-12-30
2954,603029.SH,1899-12-30
2955,603030.SH,1899-12-30
2956,603026.SH,1899-12-30
2957,603027.SH,1899-12-30
2958,603028.SH,1899-12-30
2959,603023.SH,1899-12-30
2960,603025.SH,1899-12-30
2961,603020.SH,1899-12-30
2962,603021.SH,1899-12-30
2963,603022.SH,1899-12-30
2964,603017.SH,1899-12-30
2965,603018.SH,1899-12-30
2966,603019.SH,1899-12-30
2967,603015.SH,1899-12-30
2968,603016.SH,1899-12-30
2969,603012.SH,1899-12-30
2970,603013.SH,1899-12-30
2971,603009.SH,1899-12-30
2972,603010.SH,1899-12-30
2973,603011.SH,1899-12-30
2974,603006.SH,1899-12-30
2975,603007.SH,1899-12-30
2976,603008.SH,1899-12-30
2977,603003.SH,1899-12-30
2978,603005.SH,1899-12-30
2979,603001.SH,1899-12-30
2980,603002.SH,1899-12-30
2981,601998.SH,1899-12-30
2982,601999.SH,1899-12-30
2983,603000.SH,1899-12-30
2984,601992.SH,1899-12-30
2985,601996.SH,1899-12-30
2986,601997.SH,1899-12-30
2987,601990.SH,1899-12-30
2988,601991.SH,1899-12-30
2989,601985.SH,1899-12-30
2990,601988.SH,1899-12-30
2991,601989.SH,1899-12-30
2992,601968.SH,1899-12-30
2993,601969.SH,1899-12-30
2994,601975.SH,1899-12-30
2995,601965.SH,1899-12-30
2996,601966.SH,1899-12-30
2997,601952.SH,1899-12-30
2998,601958.SH,1899-12-30
2999,601933.SH,1899-12-30
3000,601939.SH,1899-12-30
3001,601949.SH,1899-12-30
3002,601928.SH,1899-12-30
3003,601929.SH,1899-12-30
3004,601908.SH,1899-12-30
3005,601918.SH,1899-12-30
3006,601919.SH,1899-12-30
3007,601900.SH,1899-12-30
3008,601901.SH,1899-12-30
3009,601898.SH,1899-12-30
3010,601899.SH,1899-12-30
3011,601886.SH,1899-12-30
3012,601888.SH,1899-12-30
3013,601890.SH,1899-12-30
3014,601880.SH,1899-12-30
3015,601881.SH,1899-12-30
3016,601882.SH,1899-12-30
3017,601877.SH,1899-12-30
3018,601878.SH,1899-12-30
3019,601866.SH,1899-12-30
3020,601869.SH,1899-12-30
3021,601872.SH,1899-12-30
3022,601860.SH,1899-12-30
3023,601865.SH,1899-12-30
3024,601838.SH,1899-12-30
3025,601857.SH,1899-12-30
3026,601858.SH,1899-12-30
3027,601818.SH,1899-12-30
3028,601828.SH,1899-12-30
3029,601801.SH,1899-12-30
3030,601808.SH,1899-12-30
3031,601811.SH,1899-12-30
3032,601799.SH,1899-12-30
3033,601800.SH,1899-12-30
3034,601788.SH,1899-12-30
3035,601789.SH,1899-12-30
3036,601798.SH,1899-12-30
3037,601727.SH,1899-12-30
3038,601766.SH,1899-12-30
3039,601777.SH,1899-12-30
3040,601717.SH,1899-12-30
3041,601718.SH,1899-12-30
3042,601699.SH,1899-12-30
3043,601700.SH,1899-12-30
3044,601688.SH,1899-12-30
3045,601689.SH,1899-12-30
3046,601698.SH,1899-12-30
3047,601677.SH,1899-12-30
3048,601678.SH,1899-12-30
3049,601666.SH,1899-12-30
3050,601668.SH,1899-12-30
3051,601669.SH,1899-12-30
3052,601628.SH,1899-12-30
3053,601633.SH,1899-12-30
3054,601636.SH,1899-12-30
3055,601618.SH,1899-12-30
3056,601619.SH,1899-12-30
3057,601611.SH,1899-12-30
3058,601615.SH,1899-12-30
3059,601616.SH,1899-12-30
3060,601606.SH,1899-12-30
3061,601608.SH,1899-12-30
3062,601600.SH,1899-12-30
3063,601601.SH,1899-12-30
3064,601595.SH,1899-12-30
3065,601598.SH,1899-12-30
3066,601599.SH,1899-12-30
3067,601579.SH,1899-12-30
3068,601588.SH,1899-12-30
3069,601567.SH,1899-12-30
3070,601577.SH,1899-12-30
3071,601555.SH,1899-12-30
3072,601558.SH,1899-12-30
3073,601566.SH,1899-12-30
3074,601515.SH,1899-12-30
3075,601518.SH,1899-12-30
3076,601390.SH,1899-12-30
3077,601398.SH,1899-12-30
3078,601500.SH,1899-12-30
3079,601377.SH,1899-12-30
3080,601388.SH,1899-12-30
3081,601368.SH,1899-12-30
3082,601369.SH,1899-12-30
3083,601375.SH,1899-12-30
3084,601360.SH,1899-12-30
3085,601366.SH,1899-12-30
3086,601333.SH,1899-12-30
3087,601336.SH,1899-12-30
3088,601339.SH,1899-12-30
3089,601328.SH,1899-12-30
3090,601330.SH,1899-12-30
3091,601318.SH,1899-12-30
3092,601319.SH,1899-12-30
3093,601326.SH,1899-12-30
3094,601288.SH,1899-12-30
3095,601298.SH,1899-12-30
3096,601311.SH,1899-12-30
3097,601238.SH,1899-12-30
3098,601258.SH,1899-12-30
3099,601231.SH,1899-12-30
3100,601233.SH,1899-12-30
3101,601236.SH,1899-12-30
3102,601228.SH,1899-12-30
3103,601229.SH,1899-12-30
3104,601225.SH,1899-12-30
3105,601226.SH,1899-12-30
3106,601212.SH,1899-12-30
3107,601216.SH,1899-12-30
3108,601218.SH,1899-12-30
3109,601222.SH,1899-12-30
3110,601208.SH,1899-12-30
3111,601211.SH,1899-12-30
3112,601199.SH,1899-12-30
3113,601200.SH,1899-12-30
3114,601188.SH,1899-12-30
3115,601198.SH,1899-12-30
3116,601177.SH,1899-12-30
3117,601179.SH,1899-12-30
3118,601186.SH,1899-12-30
3119,601166.SH,1899-12-30
3120,601168.SH,1899-12-30
3121,601169.SH,1899-12-30
3122,601162.SH,1899-12-30
3123,601163.SH,1899-12-30
3124,601139.SH,1899-12-30
3125,601155.SH,1899-12-30
3126,601158.SH,1899-12-30
3127,601137.SH,1899-12-30
3128,601138.SH,1899-12-30
3129,601127.SH,1899-12-30
3130,601128.SH,1899-12-30
3131,601117.SH,1899-12-30
3132,601118.SH,1899-12-30
3133,601126.SH,1899-12-30
3134,601113.SH,1899-12-30
3135,601116.SH,1899-12-30
3136,601107.SH,1899-12-30
3137,601108.SH,1899-12-30
3138,601111.SH,1899-12-30
3139,601099.SH,1899-12-30
3140,601100.SH,1899-12-30
3141,601101.SH,1899-12-30
3142,601088.SH,1899-12-30
3143,601098.SH,1899-12-30
3144,601068.SH,1899-12-30
3145,601069.SH,1899-12-30
3146,601086.SH,1899-12-30
3147,601058.SH,1899-12-30
3148,601066.SH,1899-12-30
3149,601028.SH,1899-12-30
3150,601038.SH,1899-12-30
3151,601019.SH,1899-12-30
3152,601020.SH,1899-12-30
3153,601021.SH,1899-12-30
3154,601015.SH,1899-12-30
3155,601016.SH,1899-12-30
3156,601018.SH,1899-12-30
3157,601011.SH,1899-12-30
3158,601012.SH,1899-12-30
3159,601009.SH,1899-12-30
3160,601010.SH,1899-12-30
3161,601006.SH,1899-12-30
3162,601007.SH,1899-12-30
3163,601008.SH,1899-12-30
3164,601002.SH,1899-12-30
3165,601003.SH,1899-12-30
3166,601000.SH,1899-12-30
3167,601001.SH,1899-12-30
3168,600996.SH,1899-12-30
3169,600998.SH,1899-12-30
3170,600999.SH,1899-12-30
3171,600988.SH,1899-12-30
3172,600989.SH,1899-12-30
3173,600983.SH,1899-12-30
3174,600985.SH,1899-12-30
3175,600980.SH,1899-12-30
3176,600981.SH,1899-12-30
3177,600976.SH,1899-12-30
3178,600977.SH,1899-12-30
3179,600978.SH,1899-12-30
3180,600967.SH,1899-12-30
3181,600968.SH,1899-12-30
3182,600960.SH,1899-12-30
3183,600963.SH,1899-12-30
3184,600965.SH,1899-12-30
3185,600958.SH,1899-12-30
3186,600959.SH,1899-12-30
3187,600933.SH,1899-12-30
3188,600936.SH,1899-12-30
3189,600939.SH,1899-12-30
3190,600926.SH,1899-12-30
3191,600928.SH,1899-12-30
3192,600929.SH,1899-12-30
3193,600917.SH,1899-12-30
3194,600919.SH,1899-12-30
3195,600908.SH,1899-12-30
3196,600909.SH,1899-12-30
3197,600898.SH,1899-12-30
3198,600901.SH,1899-12-30
3199,600903.SH,1899-12-30
3200,600892.SH,1899-12-30
3201,600893.SH,1899-12-30
3202,600894.SH,1899-12-30
3203,600882.SH,1899-12-30
3204,600885.SH,1899-12-30
3205,600875.SH,1899-12-30
3206,600879.SH,1899-12-30
3207,600868.SH,1899-12-30
3208,600869.SH,1899-12-30
3209,600873.SH,1899-12-30
3210,600862.SH,1899-12-30
3211,600864.SH,1899-12-30
3212,600837.SH,1899-12-30
3213,600848.SH,1899-12-30
3214,600856.SH,1899-12-30
3215,600828.SH,1899-12-30
3216,600829.SH,1899-12-30
3217,600830.SH,1899-12-30
3218,600825.SH,1899-12-30
3219,600827.SH,1899-12-30
3220,600818.SH,1899-12-30
3221,600824.SH,1899-12-30
3222,600803.SH,1899-12-30
3223,600807.SH,1899-12-30
3224,600810.SH,1899-12-30
3225,600791.SH,1899-12-30
3226,600792.SH,1899-12-30
3227,600781.SH,1899-12-30
3228,600782.SH,1899-12-30
3229,600783.SH,1899-12-30
3230,600771.SH,1899-12-30
3231,600773.SH,1899-12-30
3232,600777.SH,1899-12-30
3233,600765.SH,1899-12-30
3234,600766.SH,1899-12-30
3235,600760.SH,1899-12-30
3236,600763.SH,1899-12-30
3237,600764.SH,1899-12-30
3238,600758.SH,1899-12-30
3239,600759.SH,1899-12-30
3240,600754.SH,1899-12-30
3241,600757.SH,1899-12-30
3242,600745.SH,1899-12-30
3243,600751.SH,1899-12-30
3244,600753.SH,1899-12-30
3245,600742.SH,1899-12-30
3246,600743.SH,1899-12-30
3247,600735.SH,1899-12-30
3248,600737.SH,1899-12-30
3249,600741.SH,1899-12-30
3250,600732.SH,1899-12-30
3251,600733.SH,1899-12-30
3252,600725.SH,1899-12-30
3253,600726.SH,1899-12-30
3254,600728.SH,1899-12-30
3255,600718.SH,1899-12-30
3256,600723.SH,1899-12-30
3257,600715.SH,1899-12-30
3258,600716.SH,1899-12-30
3259,600708.SH,1899-12-30
3260,600710.SH,1899-12-30
3261,600711.SH,1899-12-30
3262,600704.SH,1899-12-30
3263,600705.SH,1899-12-30
3264,600706.SH,1899-12-30
3265,600702.SH,1899-12-30
3266,600703.SH,1899-12-30
3267,600696.SH,1899-12-30
3268,600698.SH,1899-12-30
3269,600699.SH,1899-12-30
3270,600687.SH,1899-12-30
3271,600690.SH,1899-12-30
3272,600695.SH,1899-12-30
3273,600683.SH,1899-12-30
3274,600685.SH,1899-12-30
3275,600673.SH,1899-12-30
3276,600681.SH,1899-12-30
3277,600661.SH,1899-12-30
3278,600666.SH,1899-12-30
3279,600655.SH,1899-12-30
3280,600657.SH,1899-12-30
3281,600658.SH,1899-12-30
3282,600652.SH,1899-12-30
3283,600653.SH,1899-12-30
3284,600645.SH,1899-12-30
3285,600649.SH,1899-12-30
3286,600651.SH,1899-12-30
3287,600640.SH,1899-12-30
3288,600643.SH,1899-12-30
3289,600629.SH,1899-12-30
3290,600633.SH,1899-12-30
3291,600634.SH,1899-12-30
3292,600637.SH,1899-12-30
3293,600623.SH,1899-12-30
3294,600617.SH,1899-12-30
3295,600621.SH,1899-12-30
3296,600622.SH,1899-12-30
3297,600614.SH,1899-12-30
3298,600616.SH,1899-12-30
3299,600612.SH,1899-12-30
3300,600613.SH,1899-12-30
3301,600605.SH,1899-12-30
3302,600606.SH,1899-12-30
3303,600610.SH,1899-12-30
3304,600602.SH,1899-12-30
3305,600603.SH,1899-12-30
3306,600604.SH,1899-12-30
3307,600599.SH,1899-12-30
3308,600601.SH,1899-12-30
3309,600588.SH,1899-12-30
3310,600595.SH,1899-12-30
3311,600597.SH,1899-12-30
3312,600579.SH,1899-12-30
3313,600580.SH,1899-12-30
3314,600576.SH,1899-12-30
3315,600578.SH,1899-12-30
3316,600566.SH,1899-12-30
3317,600568.SH,1899-12-30
3318,600575.SH,1899-12-30
3319,600559.SH,1899-12-30
3320,600562.SH,1899-12-30
3321,600552.SH,1899-12-30
3322,600555.SH,1899-12-30
3323,600556.SH,1899-12-30
3324,600545.SH,1899-12-30
3325,600550.SH,1899-12-30
3326,600551.SH,1899-12-30
3327,600537.SH,1899-12-30
3328,600538.SH,1899-12-30
3329,600528.SH,1899-12-30
3330,600532.SH,1899-12-30
3331,600520.SH,1899-12-30
3332,600525.SH,1899-12-30
3333,600526.SH,1899-12-30
3334,600516.SH,1899-12-30
3335,600518.SH,1899-12-30
3336,600507.SH,1899-12-30
3337,600509.SH,1899-12-30
3338,600515.SH,1899-12-30
3339,600499.SH,1899-12-30
3340,600503.SH,1899-12-30
3341,600485.SH,1899-12-30
3342,600490.SH,1899-12-30
3343,600496.SH,1899-12-30
3344,600482.SH,1899-12-30
3345,600483.SH,1899-12-30
3346,600466.SH,1899-12-30
3347,600478.SH,1899-12-30
3348,600481.SH,1899-12-30
3349,600455.SH,1899-12-30
3350,600462.SH,1899-12-30
3351,600435.SH,1899-12-30
3352,600444.SH,1899-12-30
3353,600449.SH,1899-12-30
3354,600423.SH,1899-12-30
3355,600428.SH,1899-12-30
3356,600419.SH,1899-12-30
3357,600421.SH,1899-12-30
3358,600422.SH,1899-12-30
3359,600399.SH,1899-12-30
3360,600408.SH,1899-12-30
3361,600393.SH,1899-12-30
3362,600396.SH,1899-12-30
3363,600398.SH,1899-12-30
3364,600391.SH,1899-12-30
3365,600392.SH,1899-12-30
3366,600386.SH,1899-12-30
3367,600387.SH,1899-12-30
3368,600390.SH,1899-12-30
3369,600373.SH,1899-12-30
3370,600376.SH,1899-12-30
3371,600378.SH,1899-12-30
3372,600371.SH,1899-12-30
3373,600372.SH,1899-12-30
