wind_code,,trading_date,wind_code,open_price,high_price,low_price,close_price,volume,vwap,turn,free_turn,is_st,trade_status,susp_days,susp_reason,max_up_or_down,close_adj,return1,return5,return_bn
000975.SZ,14,2011-02-28,000975.SZ,6.95,7.23,6.95,7.22,5767482.0,7.092294072179159,1.492703004379378,1.492703004379378,0.0,交易,,,0.0,32.536208,0.034383954154727725,0.0027700831024930483,-0.16396223339602636
000975.SZ,15,2011-03-01,000975.SZ,7.22,7.36,7.11,7.2,6197576.0,7.2316552310129,1.6040171976383328,1.6040171976383326,0.0,交易,,,0.0,32.44608,-0.0027700831024930483,0.001388888888888884,-0.22628654711500065
000975.SZ,16,2011-03-02,000975.SZ,7.27,7.27,7.02,7.14,4333045.0,7.146951254833494,1.1214511444701591,1.1214511444701591,0.0,交易,,,0.0,32.175696,-0.008333333333333304,0.0056022408963585235,-0.24522163209291212
000975.SZ,17,2011-03-03,000975.SZ,7.13,7.18,7.03,7.05,4064415.0,7.0902513399837375,1.051926036621286,1.051926036621286,0.0,交易,,,0.0,31.770120000000002,-0.012605042016806678,0.06666666666666665,0.9827024449156878
000975.SZ,18,2011-03-04,000975.SZ,7.05,7.17,6.99,7.16,3614256.0,7.102601835619834,0.9354187476954748,0.9354187476954748,0.0,交易,,,0.0,32.265824,0.015602836879432536,0.12150837988826813,2.5046905613429624
000975.SZ,19,2011-03-07,000975.SZ,7.13,7.3,7.13,7.24,7157202.0,7.223888050106733,1.8523814947927173,1.8523814947927173,0.0,交易,,,0.0,32.626336,0.011173184357541999,0.1187845303867403,2.235550562277639
000975.SZ,20,2011-03-08,000975.SZ,7.23,7.28,7.12,7.21,5974139.0,7.188386209293089,1.546188654577511,1.5461886545775108,0.0,交易,,,0.0,32.491144,-0.004143646408839907,0.1109570041608876,2.2154458223463904
000975.SZ,21,2011-03-09,000975.SZ,7.18,7.25,7.12,7.18,4737350.0,7.168329762419917,1.2260907927925295,1.22609079279253,0.0,交易,,,0.0,32.355952,-0.004160887656033174,0.2089136490250696,4.129255510815908
000975.SZ,22,2011-03-10,000975.SZ,7.18,7.6,7.13,7.52,16039591.0,7.405492216104514,2.5748802910598183,4.151264915038562,0.0,交易,,,0.0,33.888128,0.0473537604456824,0.13829787234042556,3.1019947991821644
000975.SZ,23,2011-03-11,000975.SZ,7.52,8.27,7.48,8.03,31796667.0,7.980394747034336,5.104407660999094,8.22941109485051,0.0,交易,,,0.0,36.186392,0.06781914893617014,0.14196762141967634,3.3025953737449343
000975.SZ,24,2011-03-14,000975.SZ,7.96,8.17,7.9,8.1,13475635.999999998,8.049100124105461,2.163281441895629,3.4876783912152467,0.0,交易,,,0.0,36.50184,0.008717310087173136,0.13209876543209886,3.8741951850103953
000975.SZ,25,2011-03-15,000975.SZ,8.08,8.09,7.69,8.01,14059679.0,7.926271851583525,2.2570394940698684,3.6388366853870804,0.0,交易,,,0.0,36.096264,-0.011111111111111183,0.14481897627965057,3.7028265872720576
000975.SZ,26,2011-03-16,000975.SZ,7.98,8.8,7.95,8.68,27054449.0,8.445031133326722,4.343126175448177,7.002060397263253,0.0,交易,,,0.0,39.115552,0.08364544319600498,0.05645161290322598,1.553095317114224
000975.SZ,27,2011-03-17,000975.SZ,8.58,9.08,8.4,8.56,27614716.0,8.746410638443649,4.4330674000112715,7.147065138353838,0.0,交易,,,0.0,38.574784,-0.01382488479262678,0.07126168224299079,1.3433701851129645
000975.SZ,28,2011-03-18,000975.SZ,8.7,9.34,8.65,9.17,32629571.000000004,9.07332361801508,5.238116063784732,8.44497801004151,0.0,交易,,,0.0,41.323688000000004,0.07126168224299079,0.0,-0.3515632126422119
000975.SZ,29,2011-03-21,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.3123833800464965
000975.SZ,30,2011-03-22,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.03673379424073638
000975.SZ,31,2011-03-23,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.4328153352748307
000975.SZ,32,2011-03-24,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.7219172580306845
000975.SZ,33,2011-03-25,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.6624979509955765
000975.SZ,34,2011-03-28,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.5848580858077146
000975.SZ,35,2011-03-29,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.06644038883417325
000975.SZ,36,2011-03-30,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.4534051886039837
000975.SZ,37,2011-03-31,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.4348459904817424
000975.SZ,38,2011-04-01,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.1334737580095886
000975.SZ,39,2011-04-06,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.4809415256835254
000975.SZ,40,2011-04-07,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.23384713644158892
000975.SZ,41,2011-04-08,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.04278764455334166
000975.SZ,42,2011-04-11,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.20253260778723559
000975.SZ,43,2011-04-12,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.005324977129167439
000975.SZ,44,2011-04-13,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.0766039297388025
000975.SZ,45,2011-04-14,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.10633435122776472
000975.SZ,46,2011-04-15,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,-0.005192075593405954
000975.SZ,47,2011-04-18,000975.SZ,,,,,0.0,,0.0,0.0,0.0,停牌一天,,,0.0,,0.0,0.0,0.4368020640525843
